user_id,name,is_paying
181,Anna Roberts,True
182,Jason Williams,True
183,Amy Mcgee,True
184,Joshua Clarke,False
185,Jonathan Watson,True
186,Gabrielle Blanchard,False
187,Jason Prince,False
188,Sheila Turner,True
189,Margaret Bowers,False
190,Nicole Blair,True
191,Amanda Fox,True
192,David Gonzalez,True
193,Mr. Mark Harris,False
194,Jennifer Hill,False
195,Bethany George,False
196,Tonya Cox,False
197,Tracy Williams,True
198,Kevin Keller,True
199,Matthew Miller,True
200,Heather Nguyen,True
201,Nicole Bowers,True
202,Elizabeth Frey,True
203,Brian Snyder Jr.,False
204,Veronica Johnson,True
205,Adam Morales,False
206,Audrey Diaz,True
207,David Lloyd,False
208,Ashley Moreno,False
209,Ashley Hamilton,False
210,Samantha Perez,False
211,Pamela Manning,False
212,Kayla Ray,False
213,Christina Martin,False
214,Darryl Perry,False
215,April Sullivan,True
216,Ashley Frank,True
217,Caroline Stone,True
218,Taylor Middleton,False
219,Lawrence Blackburn,False
220,David Lamb,False
221,Ryan Chan,True
222,David Castillo,True
223,Michael Stewart,True
224,Carrie Thompson,False
225,John Davidson,False
226,Joel Davis,False
227,Vanessa Jordan,True
228,Courtney Harris,True
229,Cynthia Flores,False
230,Kimberly Ashley,True
231,Madison Becker,True
232,Zachary Johnson,False
233,Amy Russell,False
234,Christopher Collins,False
235,Austin Bennett,False
236,Manuel Garcia,False
237,Aaron Richardson,False
238,Evan Perez,True
239,Mr. Donald James,True
240,James Green,True
241,Darrell Ferguson,True
242,Patrick Johnson,True
243,Melinda Wright,True
244,Jack Brown,True
245,Michael Conley,True
246,Erin Scott,False
247,Lacey Myers,False
248,Joseph Baird,False
249,Brittany Wells,False
250,David Gutierrez,False
251,Keith Goodwin,True
252,Helen Leon,True
253,Jay Dudley,False
254,Bradley Harrison,True
255,Kimberly Garcia,True
256,John Turner,False
257,Anna Walls,True
258,David Smith,False
259,Donna Lambert,False
260,Edward Gross,False
261,Michael Mcdaniel,True
262,David Harris,False
263,Mr. Daniel Wright,False
264,Samantha Callahan,True
265,Kathryn Lane,False
266,Morgan Horne,True
267,Jerry Hess,False
268,Adrian Potts,True
269,Frank Hill,True
270,Sonya Salinas,False
271,Jaime Barry,False
272,Kenneth Small,True
273,Meredith Jackson,False
274,Theresa Robinson,True
275,William Jenkins,False
276,Zachary Miller,False
277,Chelsea Jefferson,True
278,Barbara Lutz,False
279,Richard Petersen,True
280,Michael Henry,False
281,Mrs. Kristen Yates,False
282,Henry Anderson,False
283,Jocelyn James,True
284,Tony Thomas,False
285,Colin Taylor,True
286,Eric Meyer,True
287,Christina Wilkins,False
288,Dalton Brewer,True
289,Ian Nelson,True
290,Wendy Sanchez,True
291,Jason Miller,True
292,Bryan Moore,False
293,Darrell Price,True
294,Mr. William Garcia,True
295,Alan Robles,True
296,Kristen Aguilar,False
297,Haley Armstrong,False
298,Stacy Rogers,True
299,Alyssa Camacho,False
300,Derek Freeman,True
301,Charles Graham,False
302,John Hansen,False
303,Anthony Warner,True
304,Lindsay Ramirez,False
305,Daniel Spencer,True
306,Stephen Bennett,True
307,John Tucker,True
308,Ronald Gamble,False
309,Rebecca Moore,False
310,Latoya Olsen,True
311,Benjamin Duncan,False
312,Thomas Marshall,False
313,Jeffrey Stewart,True
314,William Clark,True
315,Connie Gutierrez,True
316,Cody Quinn,False
317,Donna Cabrera,False
318,Kristina Fletcher,True
319,Carl Wood,True
320,Kimberly Cruz,True
321,Nicole Jackson,True
322,David Ward,True
323,Megan Deleon,True
324,Yolanda Taylor,False
325,Sydney Gonzalez,False
326,Matthew Kelly,True
327,Heather Macdonald,False
328,Maria Rodriguez,True
329,Linda Williams,True
330,Mr. Frank Garrett MD,True
331,Stephanie Harper,True
332,Julie Cruz,False
333,Jeremy Thomas,True
334,Vanessa Nelson,False
335,Samantha Ellis,True
336,Carla Park,False
337,Vanessa Jacobs,False
338,Kevin Williams,False
339,Jon Harvey,False
340,Brandy Patton,True
341,Patrick Daniel,True
342,Rebecca Bennett,False
343,Rachel Harris,True
344,Michael Torres,False
345,Barbara Thompson,False
346,Brandon Mcdaniel,True
347,Kenneth Weber,False
348,Karen Wood,False
349,Patricia Duran,False
350,Martha Dixon,True
351,Joe James,True
352,Benjamin Perry,False
353,Jeanette Morgan,True
354,Vanessa Stokes,False
355,Patricia Shelton,True
356,Joseph Murray,False
357,Terri Rivera,True
358,Randy Jones,False
359,Sheila Fitzgerald,False
360,Carolyn Brown,True
361,Lisa Miller,True
362,Patricia Hicks,False
363,Ashley Hall,True
364,Kelsey Miller,True
365,Stephen Walker,False
366,Jeffrey Saunders,True
367,Dr. Shannon White MD,False
368,Dr. Mark Harrison,True
369,John Welch,True
370,Sarah Carter,True
371,Timothy Nguyen,True
372,Sarah Hogan MD,False
373,Dr. Robert Osborne,False
374,Gabriel Davis,False
375,John West,True
376,Jason Kennedy,True
377,Robert Fields,True
378,Suzanne Gonzales,True
379,Hannah Larson,True
380,Daniel Ramirez,True
381,David Patrick,True
382,Richard Heath,True
383,Anita Cooper,False
384,Amy Murphy,True
385,Katrina Strickland,True
386,Dr. Robert Johnson,False
387,Theresa Williams,True
388,Phillip George,False
389,Elizabeth Kelly,False
390,Michael Black,True
391,Renee Stevens,False
392,Christine Smith,False
393,Nathan Medina,True
394,Dylan Austin,True
395,Ryan Ortega,True
396,Clifford Perez,False
397,Monica Sanchez,False
398,Luis Fisher,False
399,Miranda Conner,False
400,Jacqueline Chavez,False
401,Kathleen Park,True
402,John Davidson,True
403,Charles Barrett,True
404,Melissa Campos,True
405,Natasha Freeman,False
406,Patrick Johnson,True
407,Russell Robinson,False
408,Kristen Brooks,False
409,Timothy Wood,True
410,Michael Smith,True
411,Sharon Nguyen,True
412,Andrew Stephens,True
413,Wendy Martin,False
414,Sarah Reese,True
415,Heather Estrada,True
416,Brandon Smith,False
417,Michael Small,True
418,Barbara Cruz,True
419,Anna Roberts,False
420,Kathryn Vaughn,False
421,Alexander Flores,False
422,Joseph Ramos,True
423,Thomas Wilkinson,False
424,Stephen Barton,True
425,Matthew Peterson,False
426,Pamela Curry,True
427,Ashley Chavez,True
428,Sara Johnson,False
429,Marcia Hendricks,False
430,Mr. Jordan Wallace III,True
431,Kimberly Anderson,True
432,Michelle King,False
433,Dr. Kevin Golden Jr.,False
434,Samantha Morrow,True
435,Karen Garcia,False
436,Beth Burke,True
437,David Montoya,False
438,Danielle Schwartz,False
439,Ryan Edwards,False
440,Bryan Perez,False
441,Olivia Wagner,False
442,Leonard Mccann,True
443,Amy Coleman,False
444,Michael Cooper,True
445,Cheryl Harris,True
446,Hannah Perry,True
447,Melissa Avery,False
448,Isaac Berg,True
449,Jason Harvey,False
450,Christopher Chase,False
451,James Moore,True
452,Nicole Ward,False
453,Chad Jones,True
454,Melinda Watson,True
455,Matthew Montes,False
456,Sherry Baker,True
457,Gabriel Avila,False
458,Eric Riddle,True
459,Randall Berger,False
460,Jordan Wilson MD,True
461,Katelyn Willis,False
462,Rachel Fisher,True
463,Patrick Martin,True
464,Kristopher Bailey,False
465,Timothy Walters,False
466,Sharon Nelson,True
467,Michael Sullivan,False
468,Leah Williams,False
469,Tamara Edwards,True
470,Christopher Barnes,False
471,Randy Harris,False
472,Marcus Bell,True
473,Matthew Page,True
474,Zoe Williams,True
475,Timothy Fox,True
476,David Zavala,False
477,Alexa Price,False
478,Bobby Wright,False
479,Michael Swanson,False
480,Jennifer Brown,False
481,Brian Gordon,True
482,Tasha Richards,False
483,Ryan Solomon,False
484,Jeffrey Sanford,True
485,Brad Kelley,True
486,Rebecca Murphy,True
487,Jamie Underwood,True
488,Michael Collier,True
489,Elizabeth Blackwell,False
490,Lydia Sullivan,False
491,Ian Gray,True
492,Monica Abbott,False
493,Jonathan Alvarado,False
494,Janice Brown,False
495,Michele Johnston,True
496,Heather Grant,True
497,Tina Farmer,True
498,Joan Brooks,True
499,Christine Flores,True
500,Miss Carolyn Jensen,False
501,James Lang,True
502,Cody Alvarado,False
503,Steven Hernandez,False
504,Michael Bailey,True
505,Karen Reid,True
506,William Wilson,False
507,Jacob Oliver,False
508,Kelly Brown,False
509,Timothy Silva,False
510,Debra Roberts,False
511,Brooke Noble,False
512,Thomas Hardy,True
513,Trevor Ward,True
514,Steven Peters,True
515,Brooke Moody,False
516,Sharon Ponce,True
517,Ashley Porter,False
518,Kelly Neal,False
519,Dr. Tyler Baldwin,True
520,Mr. Brian Powell DDS,False
521,Brett Mendoza,True
522,Johnny Davis,True
523,Joel Miller,True
524,Janice Orozco,False
525,Tiffany Gutierrez,True
526,Susan Campos,True
527,Kara Obrien,True
528,David Brown,False
529,Jessica Lucas,False
530,Bruce Small,True
531,Joseph Dougherty,False
532,Ralph Brewer,False
533,Marissa Schwartz,False
534,Nancy Dunn,True
535,Patrick Roberts,False
536,Heidi Logan,True
537,Laura Aguilar,False
538,Richard Poole,True
539,Sherry Dudley,False
540,Natasha Myers,True
541,Jessica Poole,True
542,Christine Rangel,False
543,Elizabeth Garcia,False
544,Alicia Velasquez,True
545,Ashley Kelley,False
546,Juan Mcdonald,True
547,Joseph Grimes,True
548,Paul Robinson,True
549,Sherry Diaz MD,False
550,Julie Bell,True
551,Mariah Clarke,False
552,Matthew Duncan,True
553,Charles Johnson,True
554,James Miller,True
555,Michael Fernandez,True
556,Colleen Noble,True
557,Jessica Jones,False
558,John Garner,True
559,Jonathan Collins,False
560,Cody Holt,False
561,Amber Gonzalez,False
562,Andrew Luna,True
563,Mark Brown,True
564,Lori Hansen,True
565,John Rodriguez MD,True
566,Andrew Garrett,False
567,Blake Lewis,True
568,Zachary Roberts,True
569,James Ortega,False
570,Paul Reynolds,True
571,Renee Fox,False
572,David Smith,False
573,Robert Moore,False
574,Melissa Watts,False
575,Steven Pittman,True
576,Richard Rivera,True
577,William Perkins,False
578,Christine Diaz,False
579,Jacob Solis,True
580,Alexandria Chan,False
581,Robert Davis,False
582,Samantha Lopez,True
583,Katherine Pierce DDS,False
584,Brittany Curtis,False
585,Tony Allen,True
586,Jamie Robinson,True
587,Daniel Allison,False
588,Noah Pitts,False
589,Michael White,True
590,Stephanie Turner,True
591,Kathryn Miller,False
592,April Wyatt,False
593,Erik Noble,True
594,Justin Key,False
595,Timothy Evans,True
596,Troy Russell,True
597,Leonard York,False
598,Lisa Lane,False
599,Kevin Harrison,True
600,Dana Henson,True
601,Larry Williams,False
602,Manuel Martin,False
603,Matthew Hubbard,True
604,Jennifer Wilson,False
605,Courtney Burns,True
606,Victoria Ortiz,True
607,Rita Bowen,False
608,Jonathan Walker,True
609,Derrick Alvarado,True
610,Parker Green,False
611,Amy Morris,True
612,Tyler Walker,False
613,Mrs. Natasha Aguirre,True
614,Aaron Donaldson,False
615,Travis Parker,True
616,Theodore Keller,False
617,Joseph Richardson,False
618,Jake Fuentes,True
619,Susan Paul,False
620,Carla Tucker,True
621,Timothy Harris,True
622,Michael Campos,False
623,Mark Cervantes,True
624,Peter Robertson,True
625,Amy Williams,False
626,Richard Mcdaniel,True
627,Benjamin Arias,False
628,Debbie Carter,True
629,Zachary Alexander,True
630,Kevin Taylor,False
631,Melissa Wilson,True
632,Melissa Gross,False
633,Alexandra Miller,False
634,Tony Smith,False
635,Edward Gutierrez,True
636,Jessica Carter,True
637,Emily Gonzalez,False
638,Henry Rivers,True
639,Cindy Smith,True
640,Timothy Rivera,False
641,Damon Bowen,True
642,Olivia Edwards,True
643,Sheila Ewing,False
644,Tamara Reed MD,True
645,Kevin Paul,False
646,Darlene Roberts,True
647,Stephanie Hernandez,True
648,Jason Turner,True
649,Amy Rodriguez,False
650,Travis Keller,True
651,Anita Lopez,True
652,Christopher Rivas,False
653,Jennifer Stevenson,True
654,Daniel Armstrong,True
655,Rick Turner,True
656,Kenneth Beard,False
657,Brian Walton,False
658,Kiara Dean,False
659,Don Huff,True
660,Mr. Ray Luna,False
661,Dennis Kline,False
662,William Barrett,False
663,Robert Howell,True
664,Kyle Gray,False
665,Joseph Kennedy,True
666,Kristin Payne,False
667,Donald Sanchez,False
668,Stephen Jimenez,False
669,Roger Jordan,True
670,Debra Keller,False
671,Luis Hicks,False
672,Connor Wong,True
673,Andrea Johnson,True
674,Donna Valentine,False
675,Ms. Lindsey Stevens,False
676,Ashley Vang,False
677,Brianna Perez,True
678,Courtney Davis,True
679,Mary Thomas,False
680,David Morrison,True
681,David Martin,True
682,Diane Wheeler,True
683,Alexis Holden,False
684,Steven Ward,False
685,Chad Schroeder,False
686,Dan Andrade,False
687,Travis Young,False
688,Robert White,True
689,Andrew Russell,True
690,Sarah Fuller,False
691,Dr. Kenneth Martinez,True
692,Robert Sharp,True
693,Joshua Jenkins,True
694,Larry Lee,False
695,Ronnie Garcia,True
696,Brian Johnston,False
697,Joseph Stone,False
698,Danielle Lee,True
699,Brooke Boyle,True
700,Cory Marshall,True
701,Daryl Mcclain,True
702,Matthew Rodriguez,True
703,Mary Washington,True
704,Kevin Evans,False
705,Dylan Abbott,False
706,Ronald Harris,True
707,Isaac Gardner,False
708,Dustin Stewart,False
709,Jennifer Webb,True
710,Dana Scott,False
711,Connie Jones,False
712,Malik Moore,False
713,Douglas White,True
714,Ashlee Hayes,True
715,Jason Davis,True
716,Timothy Frazier,True
717,Savannah Livingston,False
718,Veronica Freeman,True
719,Candice Cook,False
720,Jamie Mendoza,True
721,Carol Pittman,False
722,Tonya Hobbs,True
723,Jordan Larson,True
724,Richard Tucker,False
725,Daniel Watkins,True
726,Mark Taylor,True
727,Robert Yates,False
728,David Mueller,True
729,Ellen Marquez,True
730,Raymond Williams,True
731,Kristin Bradley,True
732,Nathan Thompson,True
733,Tyler Phillips,True
734,Derrick Li,True
735,Mark Wilson,False
736,Jennifer Vargas,True
737,Katelyn Johnston,True
738,Oscar Spence MD,False
739,Karen Smith,True
740,Brittany Dean PhD,True
741,Andrea Harris,True
742,Mr. Nathan Bates Jr.,False
743,Corey Beck,True
744,Thomas Trevino,True
745,Sean Tyler,True
746,Susan Williams,True
747,Stephanie Coleman,True
748,Stephanie Thompson,False
749,Kelly Castillo,True
750,Craig Navarro,False
751,Carolyn Salas,False
752,Chad Miller,False
753,David Rodriguez,False
754,Craig Tyler,False
755,Russell House,False
756,Timothy Phillips,True
757,Dylan Smith,True
758,Vanessa Mann,True
759,Michael Green,True
760,Darlene Wang,True
761,Jeanette Young,True
762,Jessica Davis,True
763,Christopher Sherman,False
764,Dakota Graham,False
765,Mr. Richard Butler DDS,True
766,Elizabeth Garcia,True
767,William Mitchell,True
768,Rhonda Richardson,False
769,Lisa Duke,True
770,Glen Ray,False
771,Christine Macdonald,True
772,Lori Atkins,True
773,Erin Graham,True
774,Scott Mccormick,False
775,Nathan Jackson,False
776,Jeffrey Ramirez,True
777,Tonya Ramos,False
778,Stephen Schneider,False
779,David Sharp,False
780,Jordan Buchanan,True
781,Amanda Johnson,True
782,Ronald Rodriguez,True
783,James Coffey,True
784,Alexandra Garza,True
785,Amanda Martin,False
786,Donna Chambers,True
787,Jennifer Hancock,False
788,Angela Sanchez,False
789,Dawn Mclean,False
790,Robert Goodman,True
791,Dennis Chambers,False
792,Bianca Brooks,True
793,Jacob Schultz,False
794,Terry Lewis,True
795,Martin Walls,False
796,Candace Jacobs,False
797,Dawn Johnson,False
798,David Smith,True
799,Edgar Morgan,False
800,Justin Huff,True
801,Timothy Thomas,True
802,Nicholas Holloway,False
803,Carl Roberson,False
804,Thomas Le,False
805,Jeremy Lewis,False
806,Ross Gomez,False
807,Erica Rodriguez,False
808,Shannon Sanders,True
809,Angel Schultz,False
810,Brandon Norris,True
811,Matthew Maynard,False
812,Alexander Scott,False
813,Deborah Ashley,True
814,James Nixon,False
815,Melissa Gross,False
816,Allen Hansen,True
817,Chad Robbins,True
818,Michael Johnson,False
819,Sandra Murphy,False
820,Ms. Andrea Mcgee,False
821,Robert Burton,False
822,Kaitlyn Molina,False
823,Gabriel Ball,True
824,Kimberly Mcguire,False
825,Kimberly Lopez,False
826,Alejandro Gonzalez,True
827,Joshua Norris,True
828,David Mccarty,True
829,Robert Hamilton,False
830,Connie Andersen,False
831,Anna Sanchez,False
832,Melissa Coleman,False
833,David Nguyen,False
834,Jerry Jones,False
835,Cheyenne Burton,False
836,Scott Barry,False
837,Omar Tran,True
838,James Colon,True
839,Rachel Manning,False
840,Benjamin Morgan,True
841,James Garcia,True
842,Larry Travis,False
843,Sarah West,True
844,Melissa Owens DVM,False
845,Erin Taylor,True
846,Nicole Lee,True
847,Zachary Morris,False
848,Julie Mccullough,True
849,Jason Williams,False
850,Mary Brown,True
851,Stephanie Ayers,True
852,Margaret Decker,True
853,Peter Burgess,False
854,Kim Smith,False
855,William Fernandez,True
856,Donna Bates,True
857,Teresa Alvarez,True
858,Eduardo Mack,False
859,Tara Baker,False
860,Stephen Davis,False
861,Louis Hicks,False
862,Cheryl Ruiz MD,False
863,Lauren Hansen,False
864,Luke Marshall,False
865,Cynthia Harris,True
866,Linda Shaw,True
867,Benjamin Mcmillan,True
868,Nathan Gay,False
869,William Wilkinson,True
870,Stephen Williams,True
871,Suzanne Robinson,True
872,Jonathan Greene,True
873,Mario Donaldson,False
874,Elizabeth Mosley,False
875,Jason Davis,True
876,Travis Gonzalez,False
877,Ricky Rangel,True
878,Robert Alexander,False
879,James Robinson,True
880,Bryan Johnson,True
881,Ruben Taylor,False
882,Eric Mcneil,True
883,John Armstrong,False
884,Brandon Roy,True
885,Michael Lopez,False
886,Robert Aguilar,True
887,Melissa Chen,False
888,Chloe Hawkins,False
889,Erica Barajas,False
890,Jerry Baker,True
891,Tamara Li,False
892,Dean Valdez,True
893,Danielle Lang,False
894,Angela Lucas,False
895,Patricia Buckley,False
896,Sean Blankenship,True
897,Melissa Rivera,True
898,Christy Smith,True
899,Edward Jones,True
900,Amy Mercado,True
901,Kristopher Mcpherson,False
902,Sandra Collins,False
903,Jeremy Stevens,False
904,Ivan Mclaughlin,False
905,Logan Wolfe,False
906,Julie Castro,False
907,Tom Roberts,True
908,Isaac Yoder,True
909,Crystal Flores,True
910,Nicholas West,True
911,Nancy Murphy,False
912,Adam Jones,True
913,John Campbell,False
914,Sabrina Oconnor,True
915,Crystal Browning,True
916,Jacqueline Le,False
917,Jackie Gentry,True
918,Suzanne Hood,True
919,Ryan Lynch,True
920,Christopher Barton,True
921,Abigail Edwards,False
922,Emily Gray,True
923,Edward Morrow,False
924,Victoria Cobb,True
925,Rachel Ross,True
926,Mary Mccarthy,False
927,Cynthia Erickson,True
928,Terrence Richards,False
929,Christopher Oneill,True
930,Robin Anthony,False
931,Madeline Walters,False
932,Suzanne Simpson,False
933,Jennifer Cook,True
934,Kelly Smith,True
935,Victoria Jordan,True
936,David Melton,False
937,Natalie Zimmerman,False
938,Craig Sampson,False
939,Daniel Maxwell,True
940,Kevin Jackson,True
941,Rebecca Rivera,False
942,Christopher Rodriguez,True
943,Nathan Cooper,True
944,Vanessa Zimmerman,True
945,Jonathan Campbell,False
946,Rodney Campbell,True
947,Brandon Rogers,False
948,Jennifer Simmons,True
949,Rebecca King,True
950,William Walker,True
951,Samantha Brown,False
952,Victoria Koch,False
953,Dr. Charles Hardy MD,False
954,Jodi Carter,False
955,Aaron Stein,True
956,Troy Smith,False
957,Jerry Martin,False
958,Jennifer Glass,True
959,Karen Schultz,True
960,Andrew Smith,True
961,Tyler Cisneros,True
962,Virginia Valencia,True
963,Robert Martinez,False
964,Samantha Durham,False
965,Eric Woods,False
966,Dwayne Perry,True
967,Lee Mcdonald,True
968,Stephanie Taylor,False
969,Alejandra Cruz,True
970,Steven Wells,True
971,Hunter Wright,False
972,Emily Morris,True
973,Brittany Lyons,True
974,Ashley Cisneros,False
975,Aaron Turner,True
976,Lindsey Mills,True
977,Gregory Thompson,True
978,Jimmy Johnson,False
979,David Barr,True
980,Cheryl Lee,False
981,Haley Rice,True
982,Michael Martinez,False
983,Charles Smith,False
984,Johnny Williams,False
985,Sheila Lozano,True
986,Robert Martinez DDS,False
987,Christine Smith,True
988,Kathleen Chandler,True
989,Travis Brown,True
990,Monica Smith,False
991,Scott Gardner,False
992,Shawn Hinton,False
993,Gail Rodgers,True
994,Kelly Stewart,False
995,Makayla Fuentes,False
996,Mrs. Sara Hansen DVM,True
997,Rachel Kelley,False
998,Dr. George Fox,True
999,Christopher Gomez,False
1000,Laura Weiss,True
1001,Danielle Meyer,True
1002,Jonathan Martinez,True
1003,Robert Brown,True
1004,Pamela Mitchell,True
1005,Stephen Sullivan,True
1006,Ian Collins,True
1007,Alan Reynolds,False
1008,Rachel Gardner,False
1009,Jessica Mendoza,False
1010,Michael Gordon,True
1011,Michael Johnson,False
1012,Timothy Alvarez,False
1013,Leslie Mack,False
1014,Carol Nielsen,True
1015,James Gonzalez,True
1016,Jacqueline Lucero,False
1017,Allison Rios,False
1018,Jason Nguyen,True
1019,Jennifer White,False
1020,John Miller,True
1021,Toni Simmons,True
1022,Yesenia Parsons,False
1023,Antonio Marquez,True
1024,Joseph Bauer,False
1025,Stephen Jones,False
1026,Joel Lee,True
1027,Joan Wade,True
1028,Jose Jones,True
1029,Krystal Hughes,False
1030,Lisa Powell,False
1031,Kaitlyn Johnson,True
1032,Leonard Campbell,False
1033,Jose Wallace Jr.,True
1034,Brandon Rodgers,False
1035,Heather Mcneil,False
1036,Nathan Davis,True
1037,Heather Mcguire,True
1038,James Callahan,True
1039,Nancy Phillips,True
1040,Richard Roberts,True
1041,Andrew Bishop,True
1042,Angelica Lane,True
1043,Wesley Flowers,True
1044,Paul Smith,False
1045,Jennifer Davis,False
1046,Nicholas Garner,False
1047,Brian Soto,False
1048,Darrell Zimmerman,True
1049,Daniel Fischer,True
1050,Walter Fuller,False
1051,Jennifer Kirk,False
1052,Courtney Anderson,True
1053,Thomas Vaughn,False
1054,Roberto Ortiz,True
1055,Christina Olsen,True
1056,Caleb Wilson,True
1057,Ethan Baker,True
1058,Richard Willis,False
1059,Sandra Stone,True
1060,Kimberly Mayo,True
1061,Kristen Brown,False
1062,Aaron Powell,False
1063,Maureen Barnes,True
1064,Samuel Ellis,True
1065,Veronica Gill,False
1066,Hector Church,False
1067,Richard Young,True
1068,Kimberly Peterson,True
1069,Victoria Mullins,True
1070,Paul Smith,False
1071,Jeffrey Chapman,True
1072,Alexandra Cruz,True
1073,Marissa Ortiz,False
1074,Sara Scott,True
1075,Mary Brown,False
1076,Ashley Garcia,True
1077,Dominique Contreras,True
1078,Glenn Rodriguez,False
1079,Scott Blackwell,False
1080,Cassandra Brown,False
1081,Michael Shaw,True
1082,Linda Smith,False
1083,Melissa Arnold,True
1084,Linda Martinez,False
1085,Michael Martinez,False
1086,Scott Wilson,True
1087,Deborah Donaldson,True
1088,Austin Madden,True
1089,Stephanie Whitehead,False
1090,Claire Clark,False
1091,Brian Black,True
1092,Vanessa Perez,True
1093,Tracy Ferguson,False
1094,Ashlee Kennedy,False
1095,Erika Mendez,False
1096,Joe Cervantes,True
1097,Todd Fuller,True
1098,Mary Morrison,True
1099,Michael Mccormick,False
1100,Kevin Garcia,False
1101,Tyler Ortega,True
1102,Sharon Burke,True
1103,David Sherman,False
1104,Rebecca Underwood,True
1105,Joe Torres,False
1106,Allison Lee,False
1107,Spencer Eaton,True
1108,James Hill,True
1109,Tina Miller,True
